.pkg: _optional_hooks> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: get_requires_for_build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
cover: install_package> python -m pip install -chttps://releases.openstack.org/constraints/upper/master --force-reinstall --no-deps /opt/stack/cinder/.tox/.tmp/package/7/cinder-22.1.0.dev478-0.editable-py3-none-any.whl
cover: commands[0]> stestr run
{2} cinder.tests.unit.objects.test_base.TestCinderObjectConditionalUpdate.test_conditional_update_iterable_with_not_includes_null [0.055185s] ... ok
{7} cinder.tests.unit.objects.test_base.TestCinderObjectSerializer.test_serialize_init_no_cap_has_no_manifest [0.032209s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_backup_attributes_policy_9_other_project_reader [0.080230s] ... ok
{10} cinder.tests.unit.policies.test_limits.LimitsPolicySecureRbacTest.test_extend_limit_attribute_policy_7_project_foo [0.072301s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_restore_backup_policy_9_other_project_reader [0.092225s] ... ok
{2} cinder.tests.unit.objects.test_base.TestCinderObjectSerializer.test_serialize_entity_unknown_version [0.033797s] ... ok
{7} cinder.tests.unit.objects.test_base.TestCinderObjectVersionHistory.test_add_existing [0.031517s] ... ok
{12} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_get_all_policy_2_legacy_owner [0.105237s] ... ok
{4} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_get_policy_8_other_project_member [0.056664s] ... ok
{7} cinder.tests.unit.objects.test_cgsnapshot.TestCGSnapshot.test_get_by_id [0.033475s] ... ok
{2} cinder.tests.unit.objects.test_cgsnapshot.TestCGSnapshot.test_save [0.035320s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_initialize_policy_5_project_member [0.128281s] ... ok
{8} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_delete_policy_1_legacy_admin [0.118106s] ... ok
{2} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_is_cleanable_pinned_result_false [0.030741s] ... ok
{5} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_5_project_member [0.150560s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_create_policy_6_project_reader [0.147451s] ... ok
{10} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_get_all_message_policy_4_project_admin [0.074587s] ... ok
{7} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_set_worker_direct [0.034850s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_get_backup_policy_3_system_admin [0.080704s] ... ok
{2} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_unset_worker [0.031622s] ... ok
{4} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_update_policy_3_system_admin [0.078552s] ... ok
{7} cinder.tests.unit.objects.test_consistencygroup.TestConsistencyGroup.test_refresh [0.033068s] ... ok
{12} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_get_policy_4_project_admin [0.105518s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_5_project_member [0.128868s] ... ok
{2} cinder.tests.unit.objects.test_fields.TestBackupStatus.test_coerce_good_values [0.032952s] ... ok
{7} cinder.tests.unit.objects.test_consistencygroup.TestConsistencyGroupList.test_include_in_cluster_specify_partial [0.033363s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_retype_policy_5_project_member [0.183069s] ... ok
{5} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_create_policy_7_project_foo [0.073338s] ... ok
{10} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_get_message_policy_2_legacy_owner [0.078586s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_get_backup_policy_5_project_member [0.076899s] ... ok
{4} cinder.tests.unit.policies.test_quotas.QuotasPolicySecureRbacTest.test_delete_policy_1_legacy_admin [0.057909s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_initialize_policy_6_project_reader [0.117142s] ... ok
{2} cinder.tests.unit.objects.test_group.TestGroupList.test_get_all_replicated_2 [0.031845s] ... ok
{7} cinder.tests.unit.objects.test_group_snapshot.TestGroupSnapshotList.test_get_all_by_project [0.033851s] ... ok
{8} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_extend_attribute_policy_6_project_reader [0.108309s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_extend_attribute_policy_1_legacy_admin [0.108199s] ... ok
{2} cinder.tests.unit.objects.test_group.TestGroupList.test_include_in_cluster_specify_partial [0.032361s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_9_other_project_reader [0.089563s] ... ok
{5} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_get_all_policy_7_project_foo [0.069772s] ... ok
{12} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_delete_policy_8_other_project_member [0.102599s] ... ok
{4} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_delete_policy_9_other_project_reader [0.057754s] ... ok
{7} cinder.tests.unit.objects.test_objects.TestObjectVersions.test_obj_make_compatible [0.045365s] ... ok
{3} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTests.test_project_admin_can_set_default [1.191668s] ... ok
{10} cinder.tests.unit.policies.test_messages.MessagesPolicyTest.test_get_all_message_policy_7_project_foo [0.078254s] ... ok
{2} cinder.tests.unit.objects.test_group_snapshot.TestGroupSnapshot.test_save [0.031946s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_restore_backup_policy_8_other_project_member [0.091061s] ... ok
{7} cinder.tests.unit.objects.test_qos.TestQos.test_destroy_with_vol_types [0.037694s] ... ok
{2} cinder.tests.unit.objects.test_group_type.TestGroupType.test_create [0.031086s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_reserve_policy_6_project_reader [0.113903s] ... ok
{8} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_get_all_policy_2_legacy_owner [0.108412s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_revert_policy_5_project_member [0.142209s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_get_all_policy_3_system_admin [0.108095s] ... ok
{5} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_policy_3_system_admin [0.076069s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_export_backup_policy_4_project_admin [0.084990s] ... ok
{7} cinder.tests.unit.objects.test_qos.TestQos.test_get_volume_type [0.034720s] ... ok
{2} cinder.tests.unit.objects.test_qos.TestQos.test_save [0.034238s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_owner_cannot_show_volumes_for_others [1.122512s] ... ok
{10} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_get_policy_1_legacy_admin [0.079757s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_delete_group_policy_6_project_reader [0.082675s] ... ok
{12} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_extend_attribute_policy_3_system_admin [0.103915s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_update_backup_policy_3_system_admin [0.080291s] ... ok
{7} cinder.tests.unit.objects.test_snapshot.TestSnapshot.test_obj_fields [0.032876s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicySecureRbacTest.test_update_status_policy_7_project_foo [0.112590s] ... ok
{2} cinder.tests.unit.objects.test_snapshot.TestSnapshot.test_obj_load_attr [0.034270s] ... ok
{7} cinder.tests.unit.objects.test_volume.TestVolume.test_save_with_glance_metadata [0.032497s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_import_backup_policy_9_other_project_reader [0.074103s] ... ok
{2} cinder.tests.unit.objects.test_snapshot.TestSnapshotList.test_get_all_active_by_window [0.033780s] ... ok
{5} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_read_sensitive_policy_8_other_project_member [0.078582s] ... ok
{8} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_create_policy_1_legacy_admin [0.091093s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_get_all_policy_6_project_reader [0.055646s] ... ok
{10} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_get_policy_4_project_admin [0.078457s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_fail_over_replication_group_policy_1_legacy_admin [0.079760s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_8_other_project_member [0.109238s] ... ok
{7} cinder.tests.unit.objects.test_volume.TestVolumeList.test_get_by_host [0.037472s] ... ok
{2} cinder.tests.unit.objects.test_volume.TestVolume.test_metadata_aliases [0.034229s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_revert_policy_9_other_project_reader [0.122028s] ... ok
{12} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_get_all_policy_4_project_admin [0.109392s] ... ok
{7} cinder.tests.unit.objects.test_volume_attachment.TestVolumeAttachment.test_lazy_load_volume [0.034890s] ... ok
{2} cinder.tests.unit.objects.test_volume.TestVolume.test_save_error [0.033233s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicySecureRbacTest.test_update_status_policy_8_other_project_member [0.110104s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_get_all_policy_8_other_project_member [0.057131s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_reset_policy_3_system_admin [0.161338s] ... ok
{5} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_update_policy_8_other_project_member [0.075552s] ... ok
{10} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_get_policy_8_other_project_member [0.070109s] ... ok
{8} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_delete_policy_3_system_admin [0.081951s] ... ok
{7} cinder.tests.unit.objects.test_volume_type.TestVolumeType.test_is_multiattach_specs_true_1__is__True [0.032956s] ... ok
{14} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_create_policy_5_project_member [0.074698s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_fail_over_replication_group_policy_5_project_member [0.080200s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_restore_backup_policy_1_legacy_admin [0.109854s] ... ok
{2} cinder.tests.unit.objects.test_volume.TestVolume.test_volume_detached_with_attachment [0.039975s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_create_multiattach_volume_policy_8_other_project_member [0.184715s] ... ok
{12} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_delete_policy_8_other_project_member [0.075347s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_set_policy_4_project_admin [0.076327s] ... ok
{2} cinder.tests.unit.objects.test_volume_attachment.TestVolumeAttachmentList.test_get_all_by_instance_uuid [0.039982s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_roll_detaching_policy_7_project_foo [0.113242s] ... ok
{9} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_create_volume [0.884038s] ... ok
{8} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_delete_policy_4_project_admin [0.083320s] ... ok
{14} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_get_policy_7_project_foo [0.074165s] ... ok
{2} cinder.tests.unit.objects.test_volume_attachment.TestVolumeAttachmentList.test_get_all_by_volume_id [0.037976s] ... ok
{10} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_update_policy_4_project_admin [0.098283s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_update_backup_policy_4_project_admin [0.085304s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicyTest.test_force_delete_policy_4_project_admin [0.123043s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_revert_policy_8_other_project_member [0.122663s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_reset_status_group_policy_4_project_admin [0.096831s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_unset_policy_7_project_foo [0.058447s] ... ok
{2} cinder.tests.unit.objects.test_volume_type.TestVolumeType.test_is_replicated_specs_false_5_bad_data [0.032476s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_complete_attachment_policy_6_project_reader [0.132517s] ... ok
{12} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_delete_policy_3_system_admin [0.108332s] ... ok
{8} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_delete_policy_6_project_reader [0.076356s] ... ok
{10} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_delete_policy_2_legacy_owner [0.068905s] ... ok
{14} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_policy_2_legacy_owner [0.080296s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_update_readonly_policy_9_other_project_reader [0.112486s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_unset_policy_1_legacy_admin [0.058483s] ... ok
{13} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_update_backup_policy_8_other_project_member [0.080343s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_create_volume_from_image_policy_8_other_project_member [0.179209s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_4_project_admin [0.096842s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_terminate_policy_6_project_reader [0.114192s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_unset_policy_6_project_reader [0.057925s] ... ok
{8} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_all_policy_2_legacy_owner [0.079180s] ... ok
{13} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_get_policy_2_legacy_owner [0.056723s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicyTest.test_reset_status_policy_1_legacy_admin [0.140098s] ... ok
{10} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_show_policy_5_project_member [0.077411s] ... ok
{2} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_complete_attachment_policy_9_other_project_reader [0.118706s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_delete_attachment_policy_6_project_reader [0.117872s] ... ok
{6} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTests.test_system_admin_can_get_all_default [1.141111s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_8_other_project_member [0.094510s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_get_volume_policy_4_project_admin [0.100739s] ... ok
{13} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_set_policy_2_legacy_owner [0.075430s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_extend_policy_4_project_admin [0.149456s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_disable_group_replication_policy_2_legacy_owner [0.093963s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicySecureRbacTest.test_upload_public_policy_9_other_project_reader [0.112508s] ... ok
{2} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_create_attachment_policy_2_legacy_owner [0.090908s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicyTest.test_update_status_policy_4_project_admin [0.115109s] ... ok
{10} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicyTest.test_force_delete_policy_5_project_member [0.125686s] ... ok
{13} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_unset_policy_2_legacy_owner [0.057071s] ... ok
{3} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_list_replication_targets_group_policy_4_project_admin [0.079903s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_get_volume_tenant_attr_policy_4_project_admin [0.094778s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_list_replication_targets_group_policy_1_legacy_admin [0.078184s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_update_attachment_policy_4_project_admin [0.164986s] ... ok
{2} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_create_attachment_policy_8_other_project_member [0.088251s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_initialize_policy_5_project_member [0.128112s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_actions.SnapshotActionsPolicyTest.test_update_status_policy_6_project_reader [0.113442s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_list_replication_targets_group_policy_5_project_member [0.079598s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_attach_policy_1_legacy_admin [0.157557s] ... ok
{10} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_get_policy_8_other_project_member [0.130365s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_delete_backup_policy_3_system_admin [0.086281s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_create_group_snapshot_policy_1_legacy_admin [0.151630s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_update_attachment_policy_6_project_reader [0.121978s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_create_multiattach_volume_policy_1_legacy_admin [0.171424s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_reset_status_group_policy_6_project_reader [0.089553s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_update_policy_2_legacy_owner [0.108323s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_migrate_complete_policy_4_project_admin [0.138695s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_delete_backup_policy_7_project_foo [0.076554s] ... ok
{10} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicyTest.test_delete_policy_9_other_project_reader [0.125838s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_create_group_snapshot_policy_2_legacy_owner [0.098667s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_detach_policy_3_system_admin [0.159870s] ... ok
{11} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_delete_group_snapshot_policy_8_other_project_member [0.097805s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_complete_attachment_policy_6_project_reader [0.131960s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_delete_volume_policy_3_system_admin [0.110339s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_restore_backup_policy_4_project_admin [0.100243s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_update_policy_3_system_admin [0.120174s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_migrate_complete_policy_8_other_project_member [0.127125s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_get_all_group_snapshot_policy_4_project_admin [0.105710s] ... ok
{10} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicyTest.test_get_policy_2_legacy_owner [0.127234s] ... ok
{5} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_owner_can_show_volumes [0.787111s] ... ok
{11} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_get_group_snapshot_policy_3_system_admin [0.101293s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_restore_backup_policy_8_other_project_member [0.089692s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_create_attachment_policy_1_legacy_admin [0.104743s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_get_volume_policy_7_project_foo [0.101184s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_extend_policy_1_legacy_admin [0.145119s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_update_policy_6_project_reader [0.105254s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_get_group_snapshot_policy_7_project_foo [0.100091s] ... ok
{13} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_get_policy_2_legacy_owner [0.473803s] ... ok
{9} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_show_tenant_id_in_volume_detail [0.772473s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_migrate_policy_4_project_admin [0.138914s] ... ok
{10} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_get_all_policy_9_other_project_reader [0.118987s] ... ok
{11} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_get_group_snapshot_policy_8_other_project_member [0.098913s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_get_volume_tenant_attr_policy_6_project_reader [0.096591s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_3_system_admin [0.114975s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_force_delete_policy_9_other_project_reader [0.109974s] ... ok
{4} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicyTest.test_get_policy_3_system_admin [0.117430s] ... ok
{13} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_list_replication_targets_group_policy_4_project_admin [0.081348s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_delete_attachment_policy_6_project_reader [0.150873s] ... ok
{1} cinder.tests.unit.policies.test_volume_access.VolumeTypeAccessFieldPolicySecureRbacTest.test_type_access_policy_type_create_5_project_member [0.056185s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_group_snapshot_project_attribute_policy_1_legacy_admin [0.102625s] ... ok
{5} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_create_multiattach_volume_policy_1_legacy_admin [0.178559s] ... ok
{14} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_create_metadata [0.795984s] ... ok
{11} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_group_snapshot_project_attribute_policy_2_legacy_owner [0.100982s] ... ok
{1} cinder.tests.unit.policies.test_volume_access.VolumeTypeAccessFieldPolicySecureRbacTest.test_type_access_policy_type_create_7_project_foo [0.054801s] ... ok
{10} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_get_policy_3_system_admin [0.121386s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_restore_backup_policy_7_project_foo [0.102671s] ... ok
{13} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_delete_group_policy_8_other_project_member [0.080574s] ... ok
{12} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_create_volume_from_image [0.861889s] ... ok
{6} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTests.test_system_admin_can_set_default [0.758229s] ... ok
{15} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_reserve_policy_6_project_reader [0.115917s] ... ok
{4} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_get_policy_6_project_reader [0.108165s] ... ok
{0} cinder.tests.unit.policies.test_volume_actions.VolumeActionsPolicyTest.test_retype_policy_6_project_reader [0.182696s] ... ok
{3} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_group_snapshot_project_attribute_policy_3_system_admin [0.104815s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_multiattach_bootable_volume_policy_1_legacy_admin [0.115425s] ... ok
{1} cinder.tests.unit.policies.test_volume_access.VolumeTypeAccessFieldPolicySecureRbacTest.test_type_access_policy_type_show_4_project_admin [0.056168s] ... ok
{5} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_create_multiattach_volume_policy_9_other_project_reader [0.116926s] ... ok
{11} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_update_group_snapshot_policy_5_project_member [0.098781s] ... ok
{2} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_update_backup_policy_2_legacy_owner [0.080812s] ... ok
{1} cinder.tests.unit.policies.test_volume_access.VolumeTypeAccessFieldPolicySecureRbacTest.test_type_access_policy_types_list_6_project_reader [0.054569s] ... ok
{13} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_enable_group_replication_policy_2_legacy_owner [0.100762s] ... ok
{8} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_nonadmin_user_can_create_volume [0.880418s] ... ok
