.pkg: _optional_hooks> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: get_requires_for_build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
cover: install_package> python -m pip install -chttps://releases.openstack.org/constraints/upper/master --force-reinstall --no-deps /opt/stack/cinder/.tox/.tmp/package/8/cinder-22.1.0.dev478-0.editable-py3-none-any.whl
cover: commands[0]> stestr run
{8} cinder.tests.unit.backup.test_backup.BackupTestCase.test_import_record_with_verify_not_implemented [0.068474s] ... ok
{2} cinder.tests.unit.backup.test_backup_messages.BackupUserMessagesTest.test_backup_create_invalid_status [0.048310s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_complete_attachment_policy_5_project_member [0.133986s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_backup_attributes_policy_6_project_reader [0.078848s] ... ok
{5} cinder.tests.unit.message.test_message_field.MessageFieldFunctionsTest.test_translate_detail_3 [0.035551s] ... ok
{6} cinder.tests.unit.group.test_groups_api.GroupAPITestCase.test_create_group_from_snap [0.113305s] ... ok
{14} cinder.tests.unit.policies.test_groups.GroupsPolicyTest.test_create_group_policy_8_other_project_member [0.085933s] ... ok
{15} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_all_policy_5_project_member [0.081571s] ... ok
{8} cinder.tests.unit.backup.test_backup.BackupTestCase.test_reset [0.048427s] ... ok
{5} cinder.tests.unit.message.test_message_field.MessageFieldTest.test_all_detail_fields_in_ALL [0.035210s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_get_all_policy_2_legacy_owner [0.089360s] ... ok
{6} cinder.tests.unit.image.test_glance.TestGlanceImageService.test_call_with_additional_headers [0.035116s] ... ok
{9} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_2_legacy_owner [0.159940s] ... ok
{2} cinder.tests.unit.backup.test_backup_messages.BackupUserMessagesTest.test_backup_create_service_down [0.052422s] ... ok
{10} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_restore_backup_policy_1_legacy_admin [0.104673s] ... ok
{6} cinder.tests.unit.image.test_glance.TestGlanceImageService.test_get_api_servers_not_mounted_at_root_and_ssl [0.035948s] ... ok
{4} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicySecureRbacTest.test_get_group_snapshot_policy_7_project_foo [0.551735s] ... ok
{5} cinder.tests.unit.objects.test_backup.TestBackup.test_refresh [0.040207s] ... ok
{14} cinder.tests.unit.policies.test_groups.GroupsPolicyTest.test_get_all_groups_policy_6_project_reader [0.071338s] ... ok
{13} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_update_volume_policy_6_project_reader [0.163468s] ... ok
{2} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_generate_object_names [0.048802s] ... ok
{8} cinder.tests.unit.backup.test_backup_messages.BackupUserMessagesTest.test_backup_create_cleanup_error [0.053929s] ... ok
{15} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_policy_2_legacy_owner [0.076208s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_complete_attachment_policy_8_other_project_member [0.117056s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_6_project_reader [0.116664s] ... ok
{6} cinder.tests.unit.keymgr.test_conf_key_mgr.ConfKeyManagerTestCase.test_create_key_pair [0.033852s] ... ok
{5} cinder.tests.unit.objects.test_backup.TestBackupList.test_get_all_tenants [0.036841s] ... ok
{2} cinder.tests.unit.backup.test_rpcapi.BackupRPCAPITestCase.test_export_record [0.040403s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_get_all_policy_4_project_admin [0.100663s] ... ok
{10} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_backup_attributes_policy_8_other_project_member [0.079185s] ... ok
{14} cinder.tests.unit.policies.test_groups.GroupsPolicyTest.test_get_group_policy_7_project_foo [0.071884s] ... ok
{5} cinder.tests.unit.objects.test_cgsnapshot.TestCGSnapshot.test_refresh [0.040337s] ... ok
{9} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_6_project_reader [0.118409s] ... ok
{2} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_lv_deactivate [0.036649s] ... ok
{8} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_backup_chunk [0.090469s] ... ok
{15} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_policy_4_project_admin [0.076469s] ... ok
{5} cinder.tests.unit.objects.test_consistencygroup.TestConsistencyGroup.test_destroy [0.038798s] ... ok
{0} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_owner_can_update_metadata [0.783738s] ... ok
{2} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCaseIgnoreFDWarnings.test_get_thin_pool_free_space_retry [0.036398s] ... ok
{14} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_delete_message_policy_1_legacy_admin [0.065875s] ... ok
{4} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicyTest.test_create_group_snapshot_policy_1_legacy_admin [0.149366s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_delete_attachment_policy_2_legacy_owner [0.116942s] ... ok
{8} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_get_compressor_bz [0.044647s] ... ok
{10} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_delete_backup_policy_7_project_foo [0.089504s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_7_project_foo [0.115746s] ... ok
{5} cinder.tests.unit.objects.test_fields.TestConsistencyGroupStatus.test_stringify [0.035551s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_read_sensitive_policy_3_system_admin [0.099898s] ... ok
{2} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCaseIgnoreFDWarnings.test_lv_has_snapshot [0.035392s] ... ok
{15} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_read_sensitive_policy_4_project_admin [0.076525s] ... ok
{5} cinder.tests.unit.objects.test_fields.TestField.test_coerce_good_values [0.034891s] ... ok
{9} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_7_project_foo [0.116314s] ... ok
{2} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCaseIgnoreFDWarnings.test_snapshot_lv_activate_support [0.033686s] ... ok
{14} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_delete_message_policy_5_project_member [0.063052s] ... ok
{8} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_restore [0.056238s] ... ok
{13} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_create_multiattach_volume_policy_1_legacy_admin [0.201505s] ... ok
{2} cinder.tests.unit.cmd.test_status.TestCinderStatus.test_check_legacy_win_conf_fail [0.014113s] ... ok
{10} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_get_backup_policy_6_project_reader [0.079749s] ... ok
{5} cinder.tests.unit.objects.test_group_snapshot.TestGroupSnapshot.test_obj_load_attr [0.037388s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_create_backup_policy_8_other_project_member [0.085434s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_delete_metadata [0.804457s] ... ok
{4} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicyTest.test_get_all_group_snapshot_policy_9_other_project_reader [0.103851s] ... ok
{8} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_sha256_filename [0.045117s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_create_policy_2_legacy_owner [0.092490s] ... ok
{2} cinder.tests.unit.compute.test_nova.NovaApiTestCase.test_reimage_volume_failed_2_Exception [0.039710s] ... ok
{6} cinder.tests.unit.keymgr.test_migration.KeyMigrationTestCase.test_migration_status_all_done [0.230693s] ... ok
{14} cinder.tests.unit.policies.test_messages.MessagesPolicyTest.test_get_all_message_policy_2_legacy_owner [0.063800s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_complete_attachment_policy_5_project_member [0.134479s] ... ok
{2} cinder.tests.unit.db.test_cluster.ClusterTestCase.test_cluster_create_disabled_preference [0.043328s] ... ok
The postgresql+psycopg2 backend is unavailable: (psycopg2.OperationalError) Connection refused
	Is the server running on that host and accepting TCP/IP connections?

(Background on this error at: https://sqlalche.me/e/20/e3q8)
{9} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicyTest.test_update_policy_9_other_project_reader [0.108401s] ... ok
{5} cinder.tests.unit.objects.test_objects.TestObjectVersions.test_obj_make_compatible [0.076369s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_get_all_backups_policy_2_legacy_owner [0.079445s] ... ok
{10} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_update_backup_policy_3_system_admin [0.083338s] ... ok
{8} cinder.tests.unit.backup.test_chunkeddriver.ChunkedDriverTestCase.test_write_sha256file [0.069519s] ... ok
{14} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_get_policy_1_legacy_admin [0.063795s] ... ok
{5} cinder.tests.unit.objects.test_service.TestService.test_lazy_loading_cluster_field [0.038071s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_get_all_physical_volumes [0.034036s] ... ok
{4} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicyTest.test_group_snapshot_project_attribute_policy_5_project_member [0.104298s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_create_policy_3_system_admin [0.109136s] ... ok
{10} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_get_policy_7_project_foo [0.056579s] ... ok
{9} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicySecureRbacTest.test_delete_policy_6_project_reader [0.075601s] ... ok
{5} cinder.tests.unit.objects.test_snapshot.TestSnapshot.test_obj_load_attr [0.038348s] ... ok
{14} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_get_policy_9_other_project_reader [0.055383s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_get_lv_info_notfound [0.033110s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_get_backup_policy_1_legacy_admin [0.077199s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_create_attachment_policy_5_project_member [0.112455s] ... ok
{5} cinder.tests.unit.objects.test_volume.TestVolume.test_obj_field_previous_status [0.034645s] ... ok
{12} cinder.tests.unit.backup.drivers.test_backup_s3.BackupS3TestCase.test_prepare_output_data_ineffective_compression [0.579364s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_get_lv_info_retry [0.034191s] ... ok
{10} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_unset_policy_1_legacy_admin [0.058898s] ... ok
{14} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_get_policy_7_project_foo [0.058109s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_create_policy_9_other_project_reader [0.089472s] ... ok
{9} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_read_sensitive_policy_3_system_admin [0.074208s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_get_volume_groups [0.032859s] ... ok
{4} cinder.tests.unit.policies.test_group_snapshots.GroupSnapshotsPolicyTest.test_update_group_snapshot_policy_8_other_project_member [0.101176s] ... ok
{11} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_import_backup_policy_2_legacy_owner [0.069413s] ... ok
{5} cinder.tests.unit.objects.test_volume.TestVolume.test_refresh [0.042741s] ... ok
{6} cinder.tests.unit.keymgr.test_migration.KeyMigrationTestCase.test_update_volume_encryption_key_id [0.212252s] ... ok
{10} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_unset_policy_6_project_reader [0.055830s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_lv_is_open [0.032312s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_create_attachment_policy_6_project_reader [0.103559s] ... ok
{5} cinder.tests.unit.objects.test_volume.TestVolume.test_save_1_False [0.036151s] ... ok
{6} cinder.tests.unit.message.test_api.MessageApiTest.test_create_passed_mapped_exception_and_detail [0.036227s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicySecureRbacTest.test_default_type_unset_policy_3_system_admin [0.058427s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCase.test_lv_is_snapshot [0.032819s] ... ok
{4} cinder.tests.unit.policies.test_group_types.GroupTypesPolicyTest.test_create_group_type_policy_4_project_admin [0.065680s] ... ok
{14} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_update_policy_3_system_admin [0.079344s] ... ok
{5} cinder.tests.unit.objects.test_volume.TestVolumeList.test_get_by_project [0.040277s] ... ok
{9} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_update_policy_3_system_admin [0.087878s] ... ok
{10} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_get_all_policy_7_project_foo [0.057413s] ... ok
{6} cinder.tests.unit.message.test_api.MessageApiTest.test_create_passed_unmapped_exception_no_detail [0.035228s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_all_policy_9_other_project_reader [0.102538s] ... ok
{8} cinder.tests.unit.brick.test_brick_lvm.BrickLvmTestCaseIgnoreFDWarnings.test_get_lv_info_notfound [0.034311s] ... ok
{8} cinder.tests.unit.cmd.test_status.TestCinderStatus.test_check_multiple_removed_drivers_fail [0.012488s] ... ok
{5} cinder.tests.unit.objects.test_volume.TestVolumeList.test_include_in_cluster [0.035563s] ... ok
{11} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_get_policy_3_system_admin [0.057923s] ... ok
{4} cinder.tests.unit.policies.test_group_types.GroupTypesPolicyTest.test_create_group_type_policy_7_project_foo [0.057203s] ... ok
{14} cinder.tests.unit.policies.test_quotas.QuotasPolicySecureRbacTest.test_show_policy_9_other_project_reader [0.057126s] ... ok
{6} cinder.tests.unit.message.test_api.MessageApiTest.test_get_all_messages_with_offset [0.046524s] ... ok
{8} cinder.tests.unit.compute.test_nova.NovaApiTestCase.test_extend_volume_failed_2_Exception [0.037118s] ... ok
{2} cinder.tests.unit.db.test_migrations.TestModelsSyncPostgreSQL.test_models_sync ... SKIPPED: Backend 'postgresql+psycopg2' is unavailable: Could not connect
{10} cinder.tests.unit.policies.test_default_volume_types.DefaultVolumeTypesPolicyTest.test_default_type_set_policy_8_other_project_member [0.072670s] ... ok
{6} cinder.tests.unit.message.test_api.MessageApiTest.test_get_all_messages_with_sort [0.043794s] ... ok
{8} cinder.tests.unit.compute.test_nova.NovaApiTestCase.test_reimage_volume [0.034401s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_get_policy_1_legacy_admin [0.090580s] ... ok
{14} cinder.tests.unit.policies.test_quotas.QuotasPolicySecureRbacTest.test_update_policy_5_project_member [0.063037s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_delete_attachment_policy_5_project_member [0.151401s] ... ok
{4} cinder.tests.unit.policies.test_groups.GroupsPolicySecureRbacTest.test_create_group_policy_6_project_reader [0.071677s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_delete_group_policy_7_project_foo [0.080597s] ... ok
{6} cinder.tests.unit.message.test_message_field.MessageFieldTest.test_exception_detail_map_no_unknown_exceptions_6_SnapshotLimitExceeded [0.032778s] ... ok
{8} cinder.tests.unit.db.test_cluster.ClusterTestCase.test_cluster_create_cfg_disabled [0.041079s] ... ok
{14} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_delete_policy_5_project_member [0.057549s] ... ok
{6} cinder.tests.unit.objects.test_backup.BackupDeviceInfoTestCase.test_device_obj_with_snapshot [0.034748s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_enable_group_replication_policy_8_other_project_member [0.094788s] ... ok
{4} cinder.tests.unit.policies.test_groups.GroupsPolicySecureRbacTest.test_get_group_policy_5_project_member [0.071387s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_list_replication_targets_group_policy_3_system_admin [0.082379s] ... ok
{8} cinder.tests.unit.db.test_cluster.ClusterTestCase.test_cluster_get_all_matches [0.058159s] ... ok
{3} cinder.tests.unit.policies.test_type_extra_specs.TypeExtraSpecsPolicyTest.test_update_policy_4_project_admin [0.097736s] ... ok
{6} cinder.tests.unit.objects.test_base.TestCinderObject.test_cinder_obj_get_changes_other_changes [0.033311s] ... ok
{5} cinder.tests.unit.policies.test_attachments.AttachmentsPolicySecureRbacTest.test_update_attachment_policy_4_project_admin [0.188343s] ... ok
{14} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_show_policy_3_system_admin [0.065255s] ... ok
{6} cinder.tests.unit.objects.test_base.TestCinderObjectConditionalUpdate.test_update_status_where_1___available____error___None_ [0.040788s] ... ok
{8} cinder.tests.unit.db.test_cluster.ClusterTestCase.test_cluster_get_by_num_down_hosts [0.046599s] ... ok
{4} cinder.tests.unit.policies.test_groups.GroupsPolicyTest.test_get_group_policy_2_legacy_owner [0.072231s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicySecureRbacTest.test_reset_status_group_policy_8_other_project_member [0.092455s] ... ok
{6} cinder.tests.unit.objects.test_cgsnapshot.TestCGSnapshot.test_obj_load_attr [0.034209s] ... ok
{14} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_show_policy_8_other_project_member [0.058499s] ... ok
{8} cinder.tests.unit.db.test_cluster.ClusterTestCase.test_cluster_get_without_summary [0.039823s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_1_legacy_admin [0.097103s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_export_backup_policy_3_system_admin [0.084852s] ... ok
{6} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_get_rpc_api [0.031374s] ... ok
{4} cinder.tests.unit.policies.test_limits.LimitsPolicyTest.test_extend_limit_attribute_policy_3_system_admin [0.069672s] ... ok
{8} cinder.tests.unit.db.test_default_types.DefaultVolumeTypesTestCase.test_default_type_delete [0.041636s] ... ok
{0} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_owner_cannot_show_volumes_for_others [0.757673s] ... ok
{6} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_is_cleanable_pinned_pinned_too_old [0.032624s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_3_system_admin [0.096010s] ... ok
{6} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_is_cleanable_pinned_result_true [0.030754s] ... ok
{4} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_get_all_message_policy_6_project_reader [0.063934s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_get_all_backups_policy_2_legacy_owner [0.082301s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_8_other_project_member [0.097182s] ... ok
{8} cinder.tests.unit.db.test_transfers.TransfersTableTestCase.test_transfer_accept_with_snapshots [0.076769s] ... ok
{14} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_delete_policy_5_project_member [0.126636s] ... ok
{6} cinder.tests.unit.objects.test_cleanable.TestCleanable.test_set_worker_race_condition_fail [0.038475s] ... ok
{15} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_delete_volumes [0.809076s] ... ok
{6} cinder.tests.unit.objects.test_cluster.TestCluster.test_refresh [0.032896s] ... ok
{13} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_create_volume_from_image_policy_3_system_admin [0.792219s] ... ok
{1} cinder.tests.unit.policies.test_volume.VolumePolicyTests.test_admin_can_update_metadata [0.763037s] ... ok
{4} cinder.tests.unit.policies.test_messages.MessagesPolicySecureRbacTest.test_get_message_policy_1_legacy_admin [0.062899s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_disable_group_replication_policy_9_other_project_reader [0.094623s] ... ok
{0} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_get_all_volumes_policy_6_project_reader [0.126951s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_get_all_backups_policy_9_other_project_reader [0.081901s] ... ok
{2} cinder.tests.unit.db.test_purge.PurgeDeletedTest.test_purge_deleted_rows_old [0.404083s] ... ok
{8} cinder.tests.unit.db.test_transfers.TransfersTableTestCase.test_transfer_accept_with_snapshots_invalid_status [0.072984s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_enable_group_replication_policy_4_project_admin [0.097037s] ... ok
{12} cinder.tests.unit.backup.drivers.test_backup_s3.BackupS3TestCase.test_restore_delta [0.615139s] ... ok
{6} cinder.tests.unit.objects.test_consistencygroup.TestConsistencyGroup.test_from_db_object_with_all_expected_attributes [0.043826s] ... ok
{2} cinder.tests.unit.db.test_qos_specs.QualityOfServiceSpecsTableTestCase.test_qos_specs_item_delete [0.042579s] ... ok
{14} cinder.tests.unit.policies.test_snapshot_metadata.SnapshotMetadataPolicySecureRbacTest.test_update_policy_3_system_admin [0.116033s] ... ok
{6} cinder.tests.unit.objects.test_fields.TestBackupStatus.test_coerce_bad_values [0.033006s] ... ok
{4} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicySecureRbacTest.test_update_policy_4_project_admin [0.077528s] ... ok
{8} cinder.tests.unit.db.test_volume_type.VolumeTypeTestCase.test_volume_type_delete [0.054835s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_get_backup_policy_9_other_project_reader [0.076963s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_enable_group_replication_policy_7_project_foo [0.097564s] ... ok
{12} cinder.tests.unit.backup.drivers.test_backup_swift.BackupSwiftTestCase.test_backup_backup_metadata_fail [0.064740s] ... ok
{6} cinder.tests.unit.objects.test_fields.TestSnapshotStatus.test_stringify [0.032741s] ... ok
{0} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_get_volume_encryption_meta_policy_7_project_foo [0.101095s] ... ok
{2} cinder.tests.unit.db.test_qos_specs.QualityOfServiceSpecsTableTestCase.test_qos_specs_update [0.053475s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_list_replication_targets_group_policy_7_project_foo [0.082642s] ... ok
{8} cinder.tests.unit.db.test_volume_type.VolumeTypeTestCase.test_volume_type_get_with_qos_specs [0.050202s] ... ok
{4} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_get_policy_3_system_admin [0.064798s] ... ok
{6} cinder.tests.unit.objects.test_group.TestGroup.test_from_db_object_with_all_expected_attributes [0.044499s] ... ok
{2} cinder.tests.unit.group.test_groups_manager.GroupManagerTestCase.test_create_group_snapshot_generic [0.048822s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_update_backup_policy_6_project_reader [0.081750s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_list_replication_targets_group_policy_2_legacy_owner [0.082487s] ... ok
{6} cinder.tests.unit.objects.test_group.TestGroupList.test_get_all_replicated_2 [0.034082s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_delete_policy_1_legacy_admin [0.115959s] ... ok
{13} cinder.tests.unit.policies.test_volume.VolumesPolicyTest.test_create_volume_policy_1_legacy_admin [0.194290s] ... ok
{8} cinder.tests.unit.group.test_groups_api.GroupAPITestCase.test_create_with_group_name [0.061493s] ... ok
{0} cinder.tests.unit.policies.test_volume.VolumesPolicySecureRbacTest.test_get_volume_tenant_attr_policy_9_other_project_reader [0.095631s] ... ok
{4} cinder.tests.unit.policies.test_quota_class.QuotaClassPolicyTest.test_update_policy_7_project_foo [0.062871s] ... ok
{11} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_reset_status_group_policy_5_project_member [0.092922s] ... ok
{6} cinder.tests.unit.objects.test_group_snapshot.TestGroupSnapshot.test_save_with_group [0.036080s] ... ok
{8} cinder.tests.unit.group.test_groups_api.GroupAPITestCase.test_create_with_uuid_format_group_type_name [0.058640s] ... ok
{12} cinder.tests.unit.backup.drivers.test_backup_swift.BackupSwiftTestCase.test_backup_default_container [0.153746s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_export_backup_policy_5_project_member [0.080919s] ... ok
{10} cinder.tests.unit.policies.test_group_actions.GroupActionPolicyTest.test_list_replication_targets_group_policy_4_project_admin [0.081456s] ... ok
{7} cinder.tests.unit.policies.test_attachments.AttachmentsPolicyTest.test_update_attachment_policy_7_project_foo [0.611445s] ... ok
{6} cinder.tests.unit.objects.test_snapshot.TestSnapshotList.test_get_all_for_volume [0.034664s] ... ok
{4} cinder.tests.unit.policies.test_quotas.QuotasPolicySecureRbacTest.test_show_policy_6_project_reader [0.063226s] ... ok
{8} cinder.tests.unit.image.test_cache.ImageVolumeCacheTestCase.test_ensure_space_cant_free_enough_gb [0.043561s] ... ok
{6} cinder.tests.unit.objects.test_volume.TestVolume.test_delete_metadata_key [0.038494s] ... ok
{12} cinder.tests.unit.backup.drivers.test_backup_swift.BackupSwiftTestCase.test_backup_swift_url [0.052142s] ... ok
{14} cinder.tests.unit.policies.test_snapshots.SnapshotsPolicySecureRbacTest.test_delete_policy_4_project_admin [0.119797s] ... ok
{8} cinder.tests.unit.image.test_cache.ImageVolumeCacheTestCase.test_get_entry_1_True [0.035993s] ... ok
{6} cinder.tests.unit.objects.test_volume.TestVolume.test_finish_volume_migration_2 [0.036200s] ... ok
{4} cinder.tests.unit.policies.test_quotas.QuotasPolicyTest.test_show_policy_7_project_foo [0.074007s] ... ok
{7} cinder.tests.unit.policies.test_backups.BackupsPolicySecureRbacTest.test_backup_attributes_policy_3_system_admin [0.080979s] ... ok
{5} cinder.tests.unit.policies.test_backups.BackupsPolicyTest.test_export_backup_policy_6_project_reader [0.085612s] ... ok
